StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Male,Q3_Browser,Q3_Version,Q3_Operating System,Q3_Resolution,Household_Income,English_as_primary,Primary_Language_Non_English,Other_Language_Spoken,Other_Language_Spoken(non_english_primary),Drink_Frequency,Cab_Preference,Purchase_Frequency,Track,US_Origin,French_Purchasing_Page,German_Purchasing_Page,Long_Description,Guess_the_Cost,Comment,Purchase_50,Purchase_35,Purchase_20,MTurkCode
7/31/18 19:26,7/31/18 19:31,0,73.108.180.150,100,271,1,7/31/18 19:31,R_1FFIiriIrlNTONJ,,,,,33.52420044,-82.09259796,anonymous,EN,2,Chrome,67.0.3396.99,CrOS x86_64 10575.58.0,1366x768,4,1,,3,,3,2,3,English_German_short,1,0,1,0,25,This is a pricey bottle of wine that has been aged to suit elite wine drinkers.,0,1,1,13434657
7/31/18 19:31,7/31/18 19:32,0,68.11.115.160,100,95,1,7/31/18 19:32,R_1OQ453f4JfzFxfv,,,,,29.90490723,-89.9611969,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,5,1,,3,,2,1,2,French_English_long,0,0,0,1,30,"High-quality, good flavor.",1,1,1,89284069
7/31/18 19:37,7/31/18 19:38,0,108.74.200.94,100,70,1,7/31/18 19:38,R_5cBODYRCu7XhR7j,,,,,39.81500244,-85.78350067,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1680x1050,6,1,,3,,3,1,3,English_German_long,1,0,1,1,75,imported,0,0,1,35025404
7/31/18 19:44,7/31/18 19:45,0,117.201.20.251,100,73,1,7/31/18 19:45,R_3qDqdvCULA40w4y,,,,,11.6499939,78.16668701,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1280x800,5,1,,1,,2,1,2,French_English_short,0,0,0,0,250,good impression,1,1,1,62650972
7/31/18 19:44,7/31/18 19:49,0,110.93.207.82,100,284,1,7/31/18 19:49,R_yQLwpvb2W7Az5mN,,,,,33.69569397,73.01130676,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,1,1,,3,,4,2,4,English_English_short,1,0,0,0,70,Awesome,1,1,1,53405921
7/31/18 19:47,7/31/18 19:50,0,99.105.80.78,100,156,1,7/31/18 19:50,R_DGzZfUXx5TNDINr,,,,,41.39280701,-81.73470306,anonymous,EN,2,Chrome iPhone,67.0.3396.87,iPhone,375x667,2,1,,2,,5,,4,French_German_long,0,0,1,1,35,It seems like it would be a good wine. It has a variety of flavors.  It is from France.,1,1,1,92787248
7/31/18 19:49,7/31/18 19:51,0,76.22.90.0,100,131,1,7/31/18 19:51,R_3PAf3xB43Qj3ccC,,,,,47.17709351,-122.1865005,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.3,1280x1024,4,1,,3,,2,1,3,French_French_long,0,1,0,1,40,It looks classy and is from 2010 so may be good,0,0,1,16610076
7/31/18 19:49,7/31/18 19:51,0,23.254.161.124,100,99,1,7/31/18 19:51,R_2QxEcfM1XRjJZMT,,,,,47.48910522,-122.290802,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1364x768,6,1,,1,,2,1,3,French_French_short,0,1,0,0,80,VERY IMPRESSION,1,1,1,61739265
7/31/18 19:50,7/31/18 19:51,0,172.58.12.72,100,81,1,7/31/18 19:51,R_Oqz2ujO6dO3bvgJ,,,,,26.02520752,-80.29599762,anonymous,EN,1,Chrome,66.0.3359.158,Android 7.1.1,320x570,1,1,,1,,1,1,1,English_French_short,1,1,0,0,50,It was good,1,1,1,39499570
7/31/18 19:51,7/31/18 19:52,0,68.107.106.186,100,71,1,7/31/18 19:52,R_1NEBr02fp1ZUMAV,,,,,32.74479675,-117.1701965,anonymous,EN,1,Chrome,68.0.3440.75,Windows NT 6.1,1536x864,1,1,,3,,4,2,3,English_English_short,1,0,0,0,15,That it's a basic wine that probably anyone who is fond of dry reds would likely enjoy.,0,0,1,49592116
7/31/18 19:51,7/31/18 19:52,0,76.22.90.0,100,61,1,7/31/18 19:52,R_2sbaE89ySAFEDx7,,,,,47.17709351,-122.1865005,anonymous,EN,1,MSIE,11,Windows NT 6.3,1280x1024,4,1,,3,,3,1,4,French_French_short,0,1,0,0,35,"Full bodied, rich",0,1,1,9778958
7/31/18 19:52,7/31/18 19:54,0,76.69.39.26,100,96,1,7/31/18 19:54,R_2uHD20pF4h0dlBy,,,,,43.84790039,-79.32879639,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1366x768,4,1,,3,,2,1,3,French_English_short,0,0,0,0,14.99,no comment,0,0,0,24036677
7/31/18 19:50,7/31/18 19:54,0,73.152.176.106,100,249,1,7/31/18 19:54,R_x955Z71AQE9BAPf,,,,,38.11030579,-78.90730286,anonymous,EN,2,Chrome,67.0.3396.87,Android 4.4.3,960x600,4,1,,3,,2,2,2,English_French_short,1,1,0,0,16,It looks like a regular bottle of red wine.  It's plain and simple,0,0,1,13872433
7/31/18 19:52,7/31/18 19:55,0,23.124.153.220,100,224,1,7/31/18 19:55,R_1joJDFdm5M2kOb1,,,,,41.6000061,-87.93810272,anonymous,EN,1,Chrome,56.0.2924.101,CrOS x86_64 9000.87.2,1366x768,4,1,,3,,2,1,2,French_German_short,0,0,1,0,25,"That its well liked. Based on the bottle, I would expect a simple yet refined taste.  ",1,1,1,38406974
7/31/18 19:58,7/31/18 19:59,0,171.61.243.173,100,78,1,7/31/18 19:59,R_stbMI6VE5nfLdCx,,,,,9.933303833,78.11669922,anonymous,EN,1,Chrome,68.0.3440.75,Windows NT 6.1,1366x768,3,1,,2,,1,1,1,English_German_long,1,0,1,1,45,NICE,1,1,1,39982301
7/31/18 20:01,7/31/18 20:02,0,70.124.32.115,100,95,1,7/31/18 20:02,R_1eRlSanbRF4eh0Q,,,,,26.28739929,-98.1167984,anonymous,EN,2,Chrome,68.0.3440.75,Windows NT 6.1,1360x768,2,1,,3,,4,2,4,French_French_long,0,1,0,1,35,It seems like a good bottle that is expensive,0,0,0,22393134
7/31/18 19:58,7/31/18 20:03,0,72.193.175.4,100,281,1,7/31/18 20:03,R_DlfUa022yy5BF5v,,,,,36.03120422,-115.0738983,anonymous,EN,1,Chrome,68.0.3440.70,Android 4.4.2,601x962,4,1,,3,,3,1,3,French_English_long,0,0,0,1,15,"The bottle and presentation of the label has a quality look to it. The description sounds appealing, what else could you ask for from a French wine.",0,0,1,57057901
7/31/18 20:03,7/31/18 20:04,0,76.29.39.97,100,98,1,7/31/18 20:04,R_1LUVuWsBgbhMnvF,,,,,41.89979553,-87.63680267,anonymous,EN,2,Chrome,67.0.3396.99,Macintosh,1280x800,6,1,,3,,4,1,4,English_English_long,1,0,0,1,60,"Fairly nice because it has high ratings and it was the top wine of the year, but it is not too old, so it won't be too pricey",0,0,0,46452126
7/31/18 20:01,7/31/18 20:05,0,180.190.167.165,100,217,1,7/31/18 20:05,R_qUBeUPBQZSNWMsp,,,,,10.31109619,123.8916931,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1366x768,1,2,Filipino,,1,4,2,3,English_English_long,1,0,0,1,8,"It  sounds good, but its appearance is not impressive.",0,0,0,29317301
7/31/18 20:03,7/31/18 20:07,0,117.206.121.1,100,234,1,7/31/18 20:07,R_1oCiI3daZRzor6p,,,,,9.383300781,78.83331299,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 6.1,1366x768,3,1,,3,,1,2,2,French_German_long,0,0,1,1,300,it's smells like heaven,0,0,0,93691076
7/31/18 20:09,7/31/18 20:10,0,174.17.152.240,100,86,1,7/31/18 20:10,R_2Cgos6xwdytIz2d,,,,,33.38989258,-111.6367035,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,4,1,,3,,4,1,4,French_French_long,0,1,0,1,40,standard wine that's not crazy expensive and readily available ,0,1,1,96018747
7/31/18 20:10,7/31/18 20:11,0,103.99.205.173,100,66,1,7/31/18 20:11,R_1IACJsUsGJJKXE4,,,,,9.89390564,76.72219849,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 6.2,1280x768,2,1,,3,,2,1,3,French_English_short,0,0,0,0,25,it's design and label ,0,0,1,61214837
7/31/18 20:09,7/31/18 20:13,0,117.219.212.31,100,192,1,7/31/18 20:13,R_zTpVenswQR3xrPj,,,,,12.98330688,77.58331299,anonymous,EN,1,Firefox,60,Ubuntu,1020x576,1,1,,3,,4,2,4,English_French_short,1,1,0,0,5,The wine looks nice and I think this vine is so tasty and enjoyable.,0,0,1,50794075
7/31/18 20:16,7/31/18 20:18,0,75.88.66.168,100,98,1,7/31/18 20:18,R_3HtqL7LNT1Jv8rc,,,,,40.7348938,-97.57810211,anonymous,EN,2,Firefox,61,Windows NT 10.0,1366x768,1,1,,3,,2,1,3,English_German_short,1,0,1,0,25,that it is a decent mid price bottle of wine from germany,0,1,1,25050423
7/31/18 20:17,7/31/18 20:19,0,68.56.54.110,100,140,1,7/31/18 20:19,R_qLoWr3R0cfKimDD,,,,,42.86360168,-85.62719727,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,2,1,,3,,4,1,4,English_English_short,1,0,0,0,14,It seems like a drinkable wine that appeals to a lot of wine drinkers,0,0,1,2379154
7/31/18 20:19,7/31/18 20:24,0,68.83.4.210,100,269,1,7/31/18 20:24,R_1kS9f3YskDkZ3fB,,,,,39.8677063,-75.09069824,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,6,1,,3,,3,1,3,English_German_long,1,0,1,1,20,It looks like a typical bottle of wine that youd see at the store. Nothing particular stands out.  Most of the time the things that influence my purchase is the description of the notes that you can taste in the wine and the price.  If it's a $7 bottle of wine I would tend to be turned off thinking that its junk.  If its between $15-$20 it would make me think that its probably a pretty good bottle of wine.,0,0,1,26449384
7/31/18 20:21,7/31/18 20:24,0,172.58.172.128,100,177,1,7/31/18 20:24,R_2Bu5BwxQWuggBrU,,,,,28.07710266,-82.48709869,anonymous,EN,2,Chrome,67.0.3396.87,Android 6.0,1280x800,3,1,,3,,2,1,2,English_French_long,1,1,0,1,40,it looks like a good brand of wine. and i do enjoy cabernet.,1,1,1,18439293
7/31/18 20:24,7/31/18 20:28,0,73.248.178.142,100,195,1,7/31/18 20:28,R_DDfapltBZTotRxn,,,,,40.58599854,-74.27130127,anonymous,EN,2,Firefox,61,Windows NT 10.0,1366x768,5,1,,3,,3,1,4,French_English_long,0,0,0,1,20,The flavors of this wine interest me.  I also like the fact that it has very good reviews.,0,0,1,47836186
7/31/18 20:26,7/31/18 20:29,0,117.197.201.14,100,153,1,7/31/18 20:29,R_33eBOPjIyd6SRkM,,,,,10.99249268,76.96139526,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,2,1,,"1,2,3",,3,1,3,French_German_short,0,0,1,0,20,Looking Nice.,1,1,1,44913306
7/31/18 20:31,7/31/18 20:33,0,172.115.224.205,100,103,1,7/31/18 20:33,R_29vqd6zaVHymZjH,,,,,33.63360596,-117.0704956,anonymous,EN,2,Firefox,61,Macintosh,1280x800,7,1,,3,,5,,4,French_French_short,0,1,0,0,120,Seems like a very refined wine with winning wine of the year and having a long and balanced finish.,1,1,1,78318942
7/31/18 20:36,7/31/18 20:39,0,171.78.134.228,100,178,1,7/31/18 20:39,R_uwyqp1qtjFgeciB,,,,,13.08329773,80.28329468,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 6.1,1024x768,1,1,,3,,5,,5,English_German_long,1,0,1,1,50,It's full of aromatic flavors of various fruits and other ingredients. But the label of the wine was plain white color with no colourful attraction and other images.,0,0,0,53671741
7/31/18 20:39,7/31/18 20:40,0,98.5.118.39,100,88,1,7/31/18 20:40,R_tPWiw608FcqIzEB,,,,,42.09080505,-77.9477005,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 6.3,1067x600,4,1,,3,,3,1,3,French_German_short,0,0,1,0,50,"very good, decent size with good star ratings, people must enjoy it.",1,1,1,37274596
7/31/18 20:38,7/31/18 20:41,0,196.16.108.160,100,164,1,7/31/18 20:41,R_21ADKxYCAQkdHPe,,,,,34.05439758,-118.2440033,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 6.1,1366x768,4,1,,3,,2,1,2,French_French_long,0,1,0,1,80,I AM VERY IMPRESSION THIS TYPE OF BRAND,1,1,1,76360695
7/31/18 20:40,7/31/18 20:42,0,73.104.186.131,100,108,1,7/31/18 20:42,R_1FwBXHmlYjb7B6n,,,,,30.09660339,-81.71900177,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,4,1,,3,,4,1,4,French_German_long,0,0,1,1,33,The wine seems to be one of the cheapest upper scale products around.,0,1,1,36319264
7/31/18 20:41,7/31/18 20:43,0,24.51.201.135,100,163,1,7/31/18 20:43,R_2WN0KIa9h8PkBib,,,,,26.30310059,-80.27010345,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,3,1,,3,,2,2,2,English_French_long,1,1,0,1,15.99,"Doesn't look like anything too fancy. 
2010",0,0,1,9977084
7/31/18 20:43,7/31/18 20:44,0,196.16.111.65,100,61,1,7/31/18 20:44,R_1Qi8vEHqQYQZPX3,,,,,34.05439758,-118.2440033,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 6.1,1366x768,2,1,,2,,1,1,3,English_French_short,1,1,0,0,50,nothing,1,1,1,25512119
7/31/18 20:42,7/31/18 20:45,0,50.25.93.178,100,159,1,7/31/18 20:45,R_3KTSVbAgVxs9L53,,,,,35.16130066,-101.8789978,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,6,1,,3,,3,1,3,French_French_short,0,1,0,0,16,It looks like a nice wine and was top wine of the year.,0,0,1,81070200
7/31/18 20:44,7/31/18 20:48,0,157.51.101.154,100,261,1,7/31/18 20:48,R_3KuMLPfFYG77CCE,,,,,13.08329773,80.28329468,anonymous,EN,1,Chrome,62.0.3202.94,Windows NT 10.0,1366x768,6,1,,1,,1,1,2,French_English_long,0,0,0,1,500,gvfdrdtfgt ghfttu uy7u66f uigy hgvhj,1,1,1,60989303
7/31/18 20:47,7/31/18 20:49,0,72.69.208.78,100,114,1,7/31/18 20:49,R_2f9aWdqgUSrGX4P,,,,,40.72279358,-73.51699829,anonymous,EN,1,Chrome,65.0.3325.109,Android 8.0.0,360x720,5,1,,3,,3,1,3,English_French_short,1,1,0,0,25,"Good valuation.  It looks,like a quality wine that might not be overly expensive",0,1,1,55480790
7/31/18 20:46,7/31/18 20:50,0,223.228.132.101,100,277,1,7/31/18 20:50,R_s81Pu14n2P5Mlnb,,,,,13.08329773,80.28329468,anonymous,EN,1,Firefox,35,Windows NT 6.1,1366x768,1,1,,"1,2",,3,1,3,English_English_long,1,0,0,1,100,They have an amazing selection of wines in all price ranges and the people working here are incredibly helpful.,1,1,1,46857810
7/31/18 20:53,7/31/18 20:55,0,24.38.239.172,100,78,1,7/31/18 20:55,R_1CDyZ0FZxmWowhM,,,,,41.206604,-73.17179871,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,5,1,,3,,2,1,3,English_German_long,1,0,1,1,25,It may not be my favorite since it seems to be from Germany and I prefer Italian and American wines,0,1,1,71492615
7/31/18 20:53,7/31/18 20:55,0,116.68.104.102,100,140,1,7/31/18 20:55,R_214zQpLJQA1PaER,,,,,9.383300781,76.56671143,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 6.1,1366x768,1,2,Malayalam,,1,3,2,4,French_English_long,0,0,0,1,90,Mostly generic and with french history.,1,1,1,4705489
7/31/18 20:52,7/31/18 20:55,0,103.226.85.15,100,201,1,7/31/18 20:55,R_27jPKlMtBgWtjFu,,,,,19.46670532,72.80000305,anonymous,EN,2,Chrome,68.0.3440.70,Android 5.1.1,640x360,1,1,,3,,3,2,3,English_English_short,1,0,0,0,80,Good i think I buy this wine it look good i like red wine,1,1,1,5948178
7/31/18 20:52,7/31/18 20:56,0,162.226.156.147,100,248,1,7/31/18 20:56,R_Zn0P4sIaGyJiFtT,,,,,43.32969666,-87.92939758,anonymous,EN,2,Chrome,67.0.3396.87,Macintosh,1280x800,5,1,,3,,4,1,3,French_French_long,0,1,0,1,35,I guess it tastes good,1,1,1,96329457
7/31/18 20:55,7/31/18 20:57,0,216.15.54.46,100,133,1,7/31/18 20:57,R_3Eo4bAnZuMrDj9U,,,,,38.91439819,-77.07630157,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1366x768,3,1,,3,,2,1,2,English_French_long,1,1,0,1,8.99,The wine seems to be good and something I would enjoy during an evening in. ,0,0,0,44553370
7/31/18 20:57,7/31/18 21:00,0,73.150.239.196,100,156,1,7/31/18 21:00,R_ehcJ3nDmpRmJX7H,,,,,39.42379761,-75.25769806,anonymous,EN,2,Firefox,61,Windows NT 10.0,1280x720,3,1,,3,,2,2,2,English_German_short,1,0,1,0,39.99,"I don't really know, alot of the information is in a different language, but it does state that its the top wine of the years, so I would think that it has a good taste.",0,0,1,32978461
7/31/18 20:59,7/31/18 21:00,0,73.239.150.92,100,66,1,7/31/18 21:00,R_2s07GW2WZFCcIbZ,,,,,47.17709351,-122.1865005,anonymous,EN,2,Chrome,67.0.3396.99,Macintosh,1440x900,3,1,,3,,3,1,3,French_German_long,0,0,1,1,35,It looks fancy/high-end. It is rated well so I assume it tastes good.,0,1,1,63672060
7/31/18 21:00,7/31/18 21:01,0,169.149.38.7,100,94,1,7/31/18 21:01,R_2tfmUsLtsFKtQBt,,,,,34.0921936,74.80220032,anonymous,EN,1,Chrome,64.0.3282.137,Android 7.1.2,360x640,2,2,Hindi,,1,3,1,2,English_English_long,1,0,0,1,20,Looks good,1,1,1,40731214
7/31/18 20:58,7/31/18 21:01,0,171.60.204.196,100,176,1,7/31/18 21:01,R_ptv3flWRtLVOQ2R,,,,,13.08329773,80.28329468,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,1,2,Tamil,,1,4,2,4,French_English_short,0,0,0,0,50,It seems like a good wine from a quality brand.,1,1,1,78450007
7/31/18 20:59,7/31/18 21:02,0,96.244.207.153,100,184,1,7/31/18 21:02,R_3VOFDGlXQw6va5r,,,,,39.41569519,-76.57180023,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,4,1,,3,,2,1,3,French_German_short,0,0,1,0,1999,it looks like a great bottle of french wine that is full bodied,0,0,1,48412862
7/31/18 21:04,7/31/18 21:05,0,74.77.70.204,100,88,1,7/31/18 21:05,R_2bH6lkalrplBSZb,,,,,43.07080078,-78.82009888,anonymous,EN,2,Chrome,67.0.3396.87,Android 7.0,683x911,1,1,,3,,5,,5,French_French_short,0,1,0,0,92,I can't really make an impression by the look of it. The body looks very sleek and it does have a nice coloring,0,0,0,27103147
7/31/18 21:05,7/31/18 21:08,0,76.174.81.72,100,153,1,7/31/18 21:08,R_3isSGn5e3ZKkWgr,,,,,34.10809326,-118.2286987,anonymous,EN,2,Chrome,67.0.3396.99,Macintosh,1280x800,4,1,,3,,2,1,3,English_English_long,1,0,0,1,24.95,average wine that can probably be purchased at local store,0,1,1,91398659
7/31/18 21:06,7/31/18 21:09,0,14.202.122.18,100,151,1,7/31/18 21:09,R_1H0qmjrmXSMta8Y,,,,,-37.88330078,145.0667114,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,2,1,,3,,3,1,3,English_German_short,1,0,1,0,20,superior quality,0,0,1,35268656
7/31/18 21:03,7/31/18 21:12,0,171.49.161.94,100,565,1,7/31/18 21:12,R_25AsUOMoAkt1vDd,,,,,13.08329773,80.28329468,anonymous,EN,1,Chrome,68.0.3440.75,Windows NT 10.0,1366x768,4,1,,3,,2,1,2,English_French_short,1,1,0,0,50,I like very much about the aroma of the wine.  it gives me a  Digestion and improve the personality.     It gives status .,1,1,1,97466703
7/31/18 21:11,7/31/18 21:13,0,14.202.122.18,100,114,1,7/31/18 21:13,R_Aagz3BY0IQErCQ9,,,,,-37.88330078,145.0667114,anonymous,EN,2,Edge,17.17134,Windows NT 10.0,1366x768,2,1,,3,,2,1,2,French_German_short,0,0,1,0,25,It seems to good and tasty,0,0,1,46385333
7/31/18 21:10,7/31/18 21:14,0,24.18.69.181,100,229,1,7/31/18 21:14,R_1dhrlZelUI1IEXS,,,,,47.01730347,-122.2967987,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,3,1,,3,,3,2,3,English_German_long,1,0,1,1,16,Subtle advertising. English in ad sounds appealing.,0,0,1,85942092
7/31/18 21:10,7/31/18 21:15,0,117.196.249.2,100,348,1,7/31/18 21:15,R_3JtjgTCcg1bjhbj,,,,,13.08329773,80.28329468,anonymous,EN,2,Firefox,61,Windows NT 10.0,1366x768,3,1,,1,,2,1,2,French_German_long,0,0,1,1,650,a balance wine should have its basic flavor components in good proportion,0,1,1,28911406
7/31/18 21:13,7/31/18 21:16,0,24.165.223.140,100,137,1,7/31/18 21:16,R_3M6GbWWQcLvFznI,,,,,41.25869751,-80.82980347,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.3,1368x768,4,1,,3,,3,1,3,French_English_long,0,0,0,1,25,looks good. i would give it a try,0,0,1,77513469
7/31/18 21:14,7/31/18 21:16,0,72.130.11.39,100,133,1,7/31/18 21:16,R_1MRSa4McQVhnrOE,,,,,21.34689331,-158.0182953,anonymous,EN,2,Safari,11.1.2,Macintosh,1920x1080,6,1,,3,,3,1,3,English_French_long,1,1,0,1,16,"It is probably a decent wine since it says ""top wine of the year"" and appears to have been given a rating of 92/100.",0,0,1,66780835
7/31/18 21:15,7/31/18 21:16,0,47.146.120.151,100,72,1,7/31/18 21:16,R_DCriTzWuXuQE0ql,,,,,33.73609924,-117.0583038,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1680x1050,4,1,,3,,2,1,2,English_English_short,1,0,0,0,15,"It's an eight year old bottle of wine, so this looks to be of high value ",0,0,1,4394784
7/31/18 21:17,7/31/18 21:20,0,117.196.249.2,100,159,1,7/31/18 21:20,R_1IaDmtqLLgIeiQK,,,,,13.08329773,80.28329468,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,4,1,,1,,2,1,2,French_English_short,0,0,0,0,650, A balanced wine should have its basic flavor components in good proportion.,0,0,0,77844696
7/31/18 21:20,7/31/18 21:21,0,103.88.82.157,100,67,1,7/31/18 21:21,R_2BscBKpzp9M9E1l,,,,,19.25,73.1499939,anonymous,EN,1,Chrome,68.0.3440.70,Android 6.0.1,360x640,4,1,,1,,3,1,3,English_English_long,1,0,0,1,100,Looks like a old wine.looks attractive,1,1,1,42923813
7/31/18 21:21,7/31/18 21:24,0,108.17.20.160,100,139,1,7/31/18 21:24,R_1gU9HmdPH0mwA37,,,,,42.83560181,-78.74839783,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1280x800,6,1,,3,,2,1,3,English_German_long,1,0,1,1,24,Definitely a wine I would try. It seems like the flavors are very similar to wines I typically enjoy in the Cabernet Sauvignon family.,0,0,1,87237784
7/31/18 21:22,7/31/18 21:24,0,68.193.202.45,100,91,1,7/31/18 21:24,R_2ErRnQSiVQHZd7f,,,,,40.8309021,-73.90699768,anonymous,EN,1,Safari,11.1.1,Macintosh,1280x800,4,1,,1,,1,1,1,French_English_long,0,0,0,1,20,wine is very tasty,1,1,1,94793867
7/31/18 21:23,7/31/18 21:25,0,172.248.86.18,100,84,1,7/31/18 21:25,R_332PHeJPPz48OkK,,,,,34.25210571,-118.7843018,anonymous,EN,1,Chrome,68.0.3440.75,Macintosh,1440x900,2,1,,3,,4,1,3,French_German_long,0,0,1,1,40,It looks pretty good because it is aged well. ,1,1,1,42429677
7/31/18 21:23,7/31/18 21:26,0,76.119.40.128,100,127,1,7/31/18 21:26,R_2w503p6DhpLMqkR,,,,,41.52430725,-72.07589722,anonymous,EN,2,Chrome,67.0.3396.99,Macintosh,1440x900,5,1,,3,,1,1,2,French_French_short,0,1,0,0,15.99,Its from france year 2010 so may be more on the pricey side. Probably tastes good. Id buy it.,0,0,1,81143428
7/31/18 21:25,7/31/18 21:26,0,73.207.200.54,100,68,1,7/31/18 21:26,R_SSFyVvW2D1D9EFb,,,,,33.83790588,-84.38459778,anonymous,EN,2,Safari,11.1.2,Macintosh,1280x800,6,1,,3,,5,,5,French_English_short,0,0,0,0,15,seems nice but nothing too special or incredibly unique,0,1,1,40487535
7/31/18 21:24,7/31/18 21:26,0,174.86.134.13,100,132,1,7/31/18 21:26,R_O2aZiUhfiR9GMcp,,,,,38.64639282,-89.52249908,anonymous,EN,2,Chrome,68.0.3440.75,Windows NT 10.0,1366x768,4,1,,3,,4,2,4,French_French_long,0,1,0,1,40,"That it would be smooth and refined, a bit sweet. ",0,1,1,45206320
7/31/18 21:25,7/31/18 21:27,0,192.241.122.67,100,130,1,7/31/18 21:27,R_2E5ZVoma1JnGlfy,,,,,30.26780701,-97.74259949,anonymous,EN,2,Chrome,68.0.3440.75,Windows NT 6.1,1366x768,5,1,,2,,2,1,2,English_English_short,1,0,0,0,10,yes,1,1,1,74659547
7/31/18 21:27,7/31/18 21:29,0,1.6.1.26,100,117,1,7/31/18 21:29,R_26aTxQxInXXLkOm,,,,,13.08329773,80.28329468,anonymous,EN,1,Chrome,67.0.3396.87,Windows NT 6.1,1920x1080,1,2,Tamil,,1,4,2,4,English_German_long,1,0,1,1,10,I think it would be great compared to other wines. ,0,0,1,23086440
7/31/18 21:26,7/31/18 21:31,0,71.120.131.157,100,303,1,7/31/18 21:31,R_3CMjaFZTa1lUYFj,,,,,36.82330322,-76.31800079,anonymous,EN,1,Chrome,43.0.2357.93,Android 4.1.1,1024x720,2,1,,3,,2,1,3,French_German_short,0,0,1,0,25,Seems to be medium quality,1,1,1,52276786
7/31/18 21:24,7/31/18 21:31,0,157.51.169.1,100,394,1,7/31/18 21:31,R_0Buv0CGYUDJ4O7n,,,,,13.08329773,80.28329468,anonymous,EN,1,Chrome,66.0.3359.139,Windows NT 6.1,1366x768,5,1,,1,,2,1,2,English_German_short,1,0,1,0,150,color ,1,1,1,89345093
7/31/18 21:29,7/31/18 21:31,0,68.62.148.123,100,86,1,7/31/18 21:31,R_1FyubNEGBuwn0pP,,,,,33.33230591,-87.47409821,anonymous,EN,1,Chrome,67.0.3396.101,CrOS x86_64 10575.58.0,1366x768,6,1,,3,,2,1,2,English_German_short,1,0,1,0,30,Very positive based on the numerous great reviews.  ,0,1,1,81521235
7/31/18 21:28,7/31/18 21:31,0,70.173.199.65,100,184,1,7/31/18 21:31,R_VXpaxRb8JGl5yYF,,,,,36.17500305,-115.1371994,anonymous,EN,1,Chrome,49.0.2623.112,Windows NT 6.0,1280x800,5,1,,3,,2,1,2,French_French_long,0,1,0,1,15,"this is a very rich and full-bodied red.  not too dry, slightly acidic, with touches of fruit.",0,0,1,75304203
7/31/18 21:32,7/31/18 21:34,0,47.9.67.109,100,93,1,7/31/18 21:34,R_3X9xCvB57DqPlaV,,,,,26.8500061,80.91668701,anonymous,EN,1,Firefox,60,Windows NT 6.1,1280x720,1,2,Hindi,,1,5,,4,French_German_long,0,0,1,1,80,It will be good to taste.,1,1,1,94479107
7/31/18 21:32,7/31/18 21:34,0,68.10.229.181,100,83,1,7/31/18 21:34,R_3MGRztgjzQcZTgN,,,,,36.83720398,-76.14640045,anonymous,EN,2,Chrome,68.0.3440.84,Windows NT 10.0,1280x720,3,1,,3,,3,1,3,French_German_short,0,0,1,0,18,Seems to have great reviews,0,0,1,54629603
